user_name,email,platform,amount,currency,description,earned_at
"Siddharth Iyer","siddharth.iyer53@gmail.com","Fiverr",3441.98,INR,"Data Entry",2025-11-18
"Siddharth Iyer","siddharth.iyer53@gmail.com","Fiverr",5743.82,INR,"Resume Writing",2025-12-22
"Siddharth Iyer","siddharth.iyer53@gmail.com","Fiverr",19332.24,INR,"Video Editing",2025-09-11
"Siddharth Iyer","siddharth.iyer53@gmail.com","Fiverr",22492.53,INR,"Resume Writing",2025-11-30
"Siddharth Iyer","siddharth.iyer53@gmail.com","Fiverr",20857.00,INR,"Graphic Design",2026-02-16
"Siddharth Iyer","siddharth.iyer53@gmail.com","Upwork",13729.64,INR,"Bug Fix Sprint",2025-11-11
"Siddharth Iyer","siddharth.iyer53@gmail.com","Upwork",13426.06,INR,"React Frontend Build",2025-10-23
"Siddharth Iyer","siddharth.iyer53@gmail.com","Upwork",2186.96,INR,"DevOps Setup",2025-11-11
"Siddharth Iyer","siddharth.iyer53@gmail.com","Upwork",6443.69,INR,"Landing Page Design",2026-02-02
"Siddharth Iyer","siddharth.iyer53@gmail.com","Upwork",15212.54,INR,"Bug Fix Sprint",2025-09-26
"Siddharth Iyer","siddharth.iyer53@gmail.com","Upwork",2030.35,INR,"Landing Page Design",2025-12-29
"Siddharth Iyer","siddharth.iyer53@gmail.com","Upwork",7741.68,INR,"SEO Optimization",2025-09-22
"Gauri Ahuja","gauri.ahuja12@gmail.com","Upwork",17477.09,INR,"Node.js Backend Service",2025-09-22
"Gauri Ahuja","gauri.ahuja12@gmail.com","Upwork",14661.37,INR,"SEO Optimization",2025-09-27
"Gauri Ahuja","gauri.ahuja12@gmail.com","Upwork",6053.88,INR,"Database Optimization",2025-10-30
"Gauri Ahuja","gauri.ahuja12@gmail.com","Upwork",16032.33,INR,"Landing Page Design",2025-11-10
"Gauri Ahuja","gauri.ahuja12@gmail.com","Upwork",15412.80,INR,"SEO Optimization",2025-09-19
"Gauri Ahuja","gauri.ahuja12@gmail.com","Upwork",3432.06,INR,"Node.js Backend Service",2026-02-13
"Gauri Ahuja","gauri.ahuja12@gmail.com","Upwork",20020.16,INR,"UI/UX Design Review",2026-01-13
"Gauri Ahuja","gauri.ahuja12@gmail.com","Fiverr",16976.51,INR,"Voice Over",2025-12-01
"Gauri Ahuja","gauri.ahuja12@gmail.com","Fiverr",14166.80,INR,"Translation Service",2026-01-24
"Gauri Ahuja","gauri.ahuja12@gmail.com","Fiverr",12622.91,INR,"Translation Service",2025-10-15
"Gauri Ahuja","gauri.ahuja12@gmail.com","Fiverr",2929.95,INR,"Data Entry",2025-09-24
"Gauri Ahuja","gauri.ahuja12@gmail.com","Fiverr",11429.31,INR,"Resume Writing",2026-01-17
"Gauri Ahuja","gauri.ahuja12@gmail.com","Fiverr",7677.16,INR,"Data Entry",2025-11-07
"Gauri Ahuja","gauri.ahuja12@gmail.com","Fiverr",5102.96,INR,"Whiteboard Animation",2025-10-13
"Gauri Ahuja","gauri.ahuja12@gmail.com","Freelancer.com",16901.35,INR,"Payment Gateway Setup",2026-01-19
"Gauri Ahuja","gauri.ahuja12@gmail.com","Freelancer.com",4794.78,INR,"Cloud Migration",2026-01-01
"Gauri Ahuja","gauri.ahuja12@gmail.com","Freelancer.com",18313.21,INR,"Android App",2025-10-22
"Gauri Ahuja","gauri.ahuja12@gmail.com","Freelancer.com",12400.71,INR,"ERP Customization",2025-12-19
"Gauri Ahuja","gauri.ahuja12@gmail.com","Freelancer.com",19256.52,INR,"Cloud Migration",2025-11-10
"Gauri Ahuja","gauri.ahuja12@gmail.com","Freelancer.com",20602.74,INR,"Cloud Migration",2025-11-18
"Diya Khanna","diya.khanna66@gmail.com","Upwork",21447.50,INR,"Node.js Backend Service",2025-12-16
"Diya Khanna","diya.khanna66@gmail.com","Upwork",18617.80,INR,"Full Stack Project",2026-02-15
"Diya Khanna","diya.khanna66@gmail.com","Upwork",10334.49,INR,"Mobile App Development",2025-11-27
"Diya Khanna","diya.khanna66@gmail.com","Fiverr",5000.38,INR,"Translation Service",2025-10-13
"Diya Khanna","diya.khanna66@gmail.com","Fiverr",19077.25,INR,"Copywriting",2025-10-14
"Diya Khanna","diya.khanna66@gmail.com","Fiverr",13057.71,INR,"Logo Design",2026-01-10
"Diya Khanna","diya.khanna66@gmail.com","Fiverr",6665.81,INR,"Logo Design",2025-11-14
"Dhruv Mishra","dhruv.mishra29@gmail.com","Freelancer.com",6440.95,INR,"ETL Pipeline",2026-01-15
"Dhruv Mishra","dhruv.mishra29@gmail.com","Freelancer.com",19875.56,INR,"Cloud Migration",2025-09-30
"Dhruv Mishra","dhruv.mishra29@gmail.com","Freelancer.com",12027.57,INR,"ERP Customization",2026-01-22
"Dhruv Mishra","dhruv.mishra29@gmail.com","Upwork",18050.30,INR,"Landing Page Design",2026-02-13
"Dhruv Mishra","dhruv.mishra29@gmail.com","Upwork",21846.01,INR,"React Frontend Build",2026-01-09
"Dhruv Mishra","dhruv.mishra29@gmail.com","Upwork",12066.76,INR,"Mobile App Development",2026-03-06
"Dhruv Mishra","dhruv.mishra29@gmail.com","Upwork",18471.73,INR,"WordPress Plugin",2025-11-23
"Dhruv Mishra","dhruv.mishra29@gmail.com","Upwork",17386.81,INR,"DevOps Setup",2025-10-13
"Dhruv Mishra","dhruv.mishra29@gmail.com","Upwork",11141.94,INR,"Landing Page Design",2026-02-03
"Vishal Thakur","vishal.thakur61@gmail.com","Fiverr",23705.82,INR,"Graphic Design",2026-02-09
"Vishal Thakur","vishal.thakur61@gmail.com","Fiverr",1832.09,INR,"Copywriting",2025-11-09
"Vishal Thakur","vishal.thakur61@gmail.com","Fiverr",8641.37,INR,"Social Media Management",2026-01-26
"Vishal Thakur","vishal.thakur61@gmail.com","Fiverr",7268.15,INR,"Social Media Management",2025-12-28
"Vishal Thakur","vishal.thakur61@gmail.com","Fiverr",23019.57,INR,"Podcast Editing",2025-11-29
"Damini Mukherjee","damini.mukherjee34@gmail.com","Freelancer.com",3216.57,INR,"Blockchain Integration",2025-11-05
"Damini Mukherjee","damini.mukherjee34@gmail.com","Freelancer.com",7353.37,INR,"Python Script Development",2025-11-27
"Damini Mukherjee","damini.mukherjee34@gmail.com","Freelancer.com",3567.48,INR,"Python Script Development",2025-09-13
"Damini Mukherjee","damini.mukherjee34@gmail.com","Freelancer.com",23978.05,INR,"Cloud Migration",2025-10-16
"Namita Srivastava","namita.srivastava81@gmail.com","Upwork",21675.66,INR,"Node.js Backend Service",2026-03-03
"Namita Srivastava","namita.srivastava81@gmail.com","Upwork",4580.50,INR,"Bug Fix Sprint",2025-12-21
"Namita Srivastava","namita.srivastava81@gmail.com","Upwork",10451.47,INR,"Code Review",2025-12-25
"Namita Srivastava","namita.srivastava81@gmail.com","Upwork",20398.59,INR,"Mobile App Development",2026-01-04
"Namita Srivastava","namita.srivastava81@gmail.com","Upwork",10479.05,INR,"Database Optimization",2025-10-21
"Ishaan Mishra","ishaan.mishra8@gmail.com","Upwork",14285.56,INR,"Mobile App Development",2026-02-28
"Ishaan Mishra","ishaan.mishra8@gmail.com","Upwork",9619.30,INR,"Database Optimization",2025-09-24
"Ishaan Mishra","ishaan.mishra8@gmail.com","Upwork",1254.95,INR,"Bug Fix Sprint",2025-12-14
"Ishaan Mishra","ishaan.mishra8@gmail.com","Fiverr",14987.09,INR,"Virtual Assistant",2026-02-19
"Ishaan Mishra","ishaan.mishra8@gmail.com","Fiverr",8964.31,INR,"Video Editing",2025-11-27
"Ishaan Mishra","ishaan.mishra8@gmail.com","Fiverr",5860.73,INR,"Podcast Editing",2025-12-04
"Ishaan Mishra","ishaan.mishra8@gmail.com","Fiverr",8255.05,INR,"Translation Service",2025-10-05
"Ishaan Mishra","ishaan.mishra8@gmail.com","Fiverr",588.64,INR,"Podcast Editing",2026-01-12
"Ishaan Mishra","ishaan.mishra8@gmail.com","Fiverr",11928.47,INR,"Resume Writing",2026-02-18
"Ishaan Mishra","ishaan.mishra8@gmail.com","Fiverr",11169.08,INR,"Whiteboard Animation",2025-09-26
"Neha Jain","neha.jain22@gmail.com","Freelancer.com",13098.70,INR,"Cloud Migration",2026-01-05
"Neha Jain","neha.jain22@gmail.com","Freelancer.com",12496.02,INR,"Machine Learning Model",2026-01-24
"Neha Jain","neha.jain22@gmail.com","Freelancer.com",22767.36,INR,"Blockchain Integration",2025-10-17
"Neha Jain","neha.jain22@gmail.com","Freelancer.com",21175.64,INR,"IoT Dashboard",2025-09-15
"Neha Jain","neha.jain22@gmail.com","Freelancer.com",5647.80,INR,"Android App",2026-01-29
"Neha Jain","neha.jain22@gmail.com","Freelancer.com",22765.83,INR,"Payment Gateway Setup",2026-02-28
"Neha Jain","neha.jain22@gmail.com","Fiverr",18404.76,INR,"Virtual Assistant",2025-12-06
"Neha Jain","neha.jain22@gmail.com","Fiverr",5296.39,INR,"Logo Design",2025-11-04
"Neha Jain","neha.jain22@gmail.com","Fiverr",10928.73,INR,"Voice Over",2026-01-19
"Neha Jain","neha.jain22@gmail.com","Fiverr",24933.75,INR,"Virtual Assistant",2026-01-27
"Neha Jain","neha.jain22@gmail.com","Fiverr",16095.93,INR,"Illustration",2025-12-28
"Neha Jain","neha.jain22@gmail.com","Fiverr",10497.86,INR,"Whiteboard Animation",2026-01-21
"Neha Jain","neha.jain22@gmail.com","Fiverr",9411.03,INR,"Video Editing",2025-11-15
"Neha Jain","neha.jain22@gmail.com","Upwork",15708.44,INR,"Database Optimization",2026-01-28
"Neha Jain","neha.jain22@gmail.com","Upwork",23639.87,INR,"Bug Fix Sprint",2025-09-30
"Neha Jain","neha.jain22@gmail.com","Upwork",10216.17,INR,"DevOps Setup",2025-09-14
"Neha Jain","neha.jain22@gmail.com","Upwork",1431.29,INR,"Full Stack Project",2026-01-31
"Neha Jain","neha.jain22@gmail.com","Upwork",11948.40,INR,"Code Review",2025-11-13
"Neha Jain","neha.jain22@gmail.com","Upwork",8579.91,INR,"Bug Fix Sprint",2025-09-16
"Neha Jain","neha.jain22@gmail.com","Upwork",15304.66,INR,"Landing Page Design",2025-12-29
"Manoj Dhawan","manoj.dhawan94@gmail.com","Freelancer.com",23964.91,INR,"Blockchain Integration",2025-12-10
"Manoj Dhawan","manoj.dhawan94@gmail.com","Freelancer.com",17609.25,INR,"Chatbot Development",2026-01-14
"Manoj Dhawan","manoj.dhawan94@gmail.com","Freelancer.com",2419.01,INR,"ERP Customization",2025-09-20
"Manoj Dhawan","manoj.dhawan94@gmail.com","Freelancer.com",864.07,INR,"Android App",2025-11-17
"Manoj Dhawan","manoj.dhawan94@gmail.com","Freelancer.com",11215.38,INR,"ERP Customization",2026-02-01
"Manoj Dhawan","manoj.dhawan94@gmail.com","Freelancer.com",3359.58,INR,"Data Analysis Report",2025-10-30
"Manoj Dhawan","manoj.dhawan94@gmail.com","Freelancer.com",3297.81,INR,"Android App",2025-12-12
"Manoj Dhawan","manoj.dhawan94@gmail.com","Freelancer.com",11941.15,INR,"ERP Customization",2025-09-12
"Manoj Dhawan","manoj.dhawan94@gmail.com","Upwork",9049.84,INR,"SEO Optimization",2025-10-24
"Manoj Dhawan","manoj.dhawan94@gmail.com","Upwork",12277.32,INR,"Node.js Backend Service",2025-10-21
"Manoj Dhawan","manoj.dhawan94@gmail.com","Upwork",12056.74,INR,"SEO Optimization",2026-01-09
"Manoj Dhawan","manoj.dhawan94@gmail.com","Upwork",17366.28,INR,"Node.js Backend Service",2025-09-29
"Manoj Dhawan","manoj.dhawan94@gmail.com","Upwork",24849.47,INR,"WordPress Plugin",2025-12-26
"Manoj Dhawan","manoj.dhawan94@gmail.com","Upwork",24097.10,INR,"DevOps Setup",2026-01-14
"Manoj Dhawan","manoj.dhawan94@gmail.com","Upwork",562.68,INR,"UI/UX Design Review",2026-02-26
"Manoj Dhawan","manoj.dhawan94@gmail.com","Fiverr",22778.51,INR,"Voice Over",2026-01-10
"Manoj Dhawan","manoj.dhawan94@gmail.com","Fiverr",17701.69,INR,"Photo Editing",2025-11-04
"Manoj Dhawan","manoj.dhawan94@gmail.com","Fiverr",550.56,INR,"Data Entry",2026-01-15
"Manoj Dhawan","manoj.dhawan94@gmail.com","Fiverr",24103.99,INR,"Translation Service",2026-02-01
"Manoj Dhawan","manoj.dhawan94@gmail.com","Fiverr",1071.77,INR,"Content Writing",2025-10-10
"Manoj Dhawan","manoj.dhawan94@gmail.com","Fiverr",21274.60,INR,"Voice Over",2025-11-16
"Manoj Dhawan","manoj.dhawan94@gmail.com","Fiverr",17514.84,INR,"Social Media Management",2026-02-21
"Janaki Mukherjee","janaki.mukherjee78@gmail.com","Fiverr",7954.84,INR,"Video Editing",2025-11-22
"Janaki Mukherjee","janaki.mukherjee78@gmail.com","Fiverr",876.08,INR,"Graphic Design",2026-02-19
"Janaki Mukherjee","janaki.mukherjee78@gmail.com","Fiverr",12018.25,INR,"Illustration",2025-10-27
"Janaki Mukherjee","janaki.mukherjee78@gmail.com","Fiverr",18083.81,INR,"Podcast Editing",2025-09-20
"Janaki Mukherjee","janaki.mukherjee78@gmail.com","Fiverr",4354.88,INR,"Content Writing",2025-11-05
"Janaki Mukherjee","janaki.mukherjee78@gmail.com","Fiverr",13233.25,INR,"Social Media Management",2025-10-03
"Janaki Mukherjee","janaki.mukherjee78@gmail.com","Freelancer.com",9741.54,INR,"Cloud Migration",2025-11-24
"Janaki Mukherjee","janaki.mukherjee78@gmail.com","Freelancer.com",9376.75,INR,"Python Script Development",2025-10-04
"Janaki Mukherjee","janaki.mukherjee78@gmail.com","Freelancer.com",23583.59,INR,"ETL Pipeline",2026-02-25
"Janaki Mukherjee","janaki.mukherjee78@gmail.com","Freelancer.com",1513.93,INR,"Data Analysis Report",2026-02-04
"Janaki Mukherjee","janaki.mukherjee78@gmail.com","Freelancer.com",7712.87,INR,"Blockchain Integration",2025-10-28
"Janaki Mukherjee","janaki.mukherjee78@gmail.com","Freelancer.com",15662.87,INR,"Cybersecurity Audit",2026-02-07
"Janaki Mukherjee","janaki.mukherjee78@gmail.com","Freelancer.com",22067.30,INR,"Data Analysis Report",2025-12-23
"Janaki Mukherjee","janaki.mukherjee78@gmail.com","Upwork",8863.53,INR,"DevOps Setup",2025-12-23
"Janaki Mukherjee","janaki.mukherjee78@gmail.com","Upwork",22001.63,INR,"Landing Page Design",2025-10-31
"Janaki Mukherjee","janaki.mukherjee78@gmail.com","Upwork",7342.25,INR,"Full Stack Project",2025-12-02
"Janaki Mukherjee","janaki.mukherjee78@gmail.com","Upwork",8811.64,INR,"DevOps Setup",2026-02-06
"Janaki Mukherjee","janaki.mukherjee78@gmail.com","Upwork",4620.19,INR,"Database Optimization",2025-09-26
"Janaki Mukherjee","janaki.mukherjee78@gmail.com","Upwork",8518.99,INR,"UI/UX Design Review",2026-02-17
"Jaya Joshi","jaya.joshi42@gmail.com","Upwork",16115.75,INR,"Mobile App Development",2026-02-05
"Jaya Joshi","jaya.joshi42@gmail.com","Upwork",986.10,INR,"Database Optimization",2025-11-03
"Jaya Joshi","jaya.joshi42@gmail.com","Upwork",4446.88,INR,"DevOps Setup",2025-09-19
"Jaya Joshi","jaya.joshi42@gmail.com","Upwork",2444.61,INR,"Technical Writing",2026-01-18
"Jaya Joshi","jaya.joshi42@gmail.com","Upwork",22563.40,INR,"Bug Fix Sprint",2025-09-21
"Jaya Joshi","jaya.joshi42@gmail.com","Upwork",9214.84,INR,"Mobile App Development",2026-02-20
"Jaya Joshi","jaya.joshi42@gmail.com","Upwork",13630.00,INR,"Mobile App Development",2025-12-27
"Jaya Joshi","jaya.joshi42@gmail.com","Fiverr",11188.18,INR,"Graphic Design",2025-11-07
"Jaya Joshi","jaya.joshi42@gmail.com","Fiverr",17476.18,INR,"Whiteboard Animation",2026-02-20
"Jaya Joshi","jaya.joshi42@gmail.com","Fiverr",24431.33,INR,"Video Editing",2026-02-03
"Siddharth Shah","siddharth.shah96@gmail.com","Freelancer.com",12575.51,INR,"Machine Learning Model",2025-12-20
"Siddharth Shah","siddharth.shah96@gmail.com","Freelancer.com",3643.83,INR,"Shopify Store Setup",2025-12-21
"Siddharth Shah","siddharth.shah96@gmail.com","Freelancer.com",11104.43,INR,"Excel Automation",2026-01-30
"Siddharth Shah","siddharth.shah96@gmail.com","Freelancer.com",3440.62,INR,"Shopify Store Setup",2025-09-17
"Siddharth Shah","siddharth.shah96@gmail.com","Freelancer.com",10276.11,INR,"Chatbot Development",2025-12-20
"Siddharth Shah","siddharth.shah96@gmail.com","Freelancer.com",17568.07,INR,"ETL Pipeline",2025-09-19
"Riya Mishra","riya.mishra2@gmail.com","Upwork",13800.58,INR,"Technical Writing",2025-11-23
"Riya Mishra","riya.mishra2@gmail.com","Upwork",16330.18,INR,"React Frontend Build",2026-02-10
"Riya Mishra","riya.mishra2@gmail.com","Upwork",12063.84,INR,"WordPress Plugin",2025-10-06
"Bhavna Jain","bhavna.jain73@gmail.com","Freelancer.com",19829.02,INR,"Shopify Store Setup",2025-11-04
"Bhavna Jain","bhavna.jain73@gmail.com","Freelancer.com",18718.57,INR,"Python Script Development",2025-10-17
"Bhavna Jain","bhavna.jain73@gmail.com","Freelancer.com",24688.02,INR,"Machine Learning Model",2026-01-10
"Bhavna Jain","bhavna.jain73@gmail.com","Freelancer.com",2737.90,INR,"Machine Learning Model",2026-01-30
"Bhavna Jain","bhavna.jain73@gmail.com","Freelancer.com",17597.55,INR,"Cloud Migration",2026-01-08
"Bhavna Jain","bhavna.jain73@gmail.com","Freelancer.com",8717.01,INR,"ETL Pipeline",2025-11-07
"Bhavna Jain","bhavna.jain73@gmail.com","Freelancer.com",3361.13,INR,"Cybersecurity Audit",2025-09-21
"Bhavna Jain","bhavna.jain73@gmail.com","Freelancer.com",3936.50,INR,"Payment Gateway Setup",2025-10-01
"Bhavna Jain","bhavna.jain73@gmail.com","Fiverr",5781.97,INR,"Graphic Design",2025-11-24
"Bhavna Jain","bhavna.jain73@gmail.com","Fiverr",5485.93,INR,"Graphic Design",2026-01-11
"Bhavna Jain","bhavna.jain73@gmail.com","Fiverr",19595.24,INR,"Copywriting",2025-12-14
"Bhavna Jain","bhavna.jain73@gmail.com","Fiverr",8363.26,INR,"Video Editing",2025-09-26
"Bhavna Jain","bhavna.jain73@gmail.com","Upwork",20885.34,INR,"Landing Page Design",2025-10-24
"Bhavna Jain","bhavna.jain73@gmail.com","Upwork",13656.98,INR,"Bug Fix Sprint",2025-10-04
"Bhavna Jain","bhavna.jain73@gmail.com","Upwork",7698.45,INR,"SEO Optimization",2026-02-04
"Bhavna Jain","bhavna.jain73@gmail.com","Upwork",1233.14,INR,"Code Review",2025-11-20
"Bhavna Jain","bhavna.jain73@gmail.com","Upwork",15654.08,INR,"Mobile App Development",2026-02-03
"Chitra Khanna","chitra.khanna3@gmail.com","Freelancer.com",18048.84,INR,"Blockchain Integration",2025-11-01
"Chitra Khanna","chitra.khanna3@gmail.com","Freelancer.com",2069.36,INR,"Chatbot Development",2025-10-24
"Chitra Khanna","chitra.khanna3@gmail.com","Freelancer.com",11767.32,INR,"Excel Automation",2025-11-05
"Chitra Khanna","chitra.khanna3@gmail.com","Freelancer.com",14995.10,INR,"Python Script Development",2026-01-31
"Chitra Khanna","chitra.khanna3@gmail.com","Freelancer.com",17427.64,INR,"Machine Learning Model",2025-09-25
"Chitra Khanna","chitra.khanna3@gmail.com","Freelancer.com",14622.93,INR,"ETL Pipeline",2025-11-11
"Chitra Khanna","chitra.khanna3@gmail.com","Freelancer.com",1990.24,INR,"ETL Pipeline",2025-10-17
"Chitra Khanna","chitra.khanna3@gmail.com","Freelancer.com",10612.25,INR,"Blockchain Integration",2026-01-29
"Chitra Khanna","chitra.khanna3@gmail.com","Fiverr",3371.83,INR,"Resume Writing",2025-10-13
"Chitra Khanna","chitra.khanna3@gmail.com","Fiverr",7190.29,INR,"Voice Over",2025-12-15
"Chitra Khanna","chitra.khanna3@gmail.com","Fiverr",4706.10,INR,"Logo Design",2026-01-04
"Chitra Khanna","chitra.khanna3@gmail.com","Fiverr",18489.64,INR,"Graphic Design",2025-11-03
"Chitra Khanna","chitra.khanna3@gmail.com","Fiverr",19221.79,INR,"Podcast Editing",2025-10-03
"Chitra Khanna","chitra.khanna3@gmail.com","Fiverr",21002.92,INR,"Podcast Editing",2025-12-17
"Chitra Khanna","chitra.khanna3@gmail.com","Fiverr",22169.86,INR,"Voice Over",2025-12-23
"Chitra Khanna","chitra.khanna3@gmail.com","Fiverr",17228.14,INR,"Whiteboard Animation",2026-01-25
"Nisha Arora","nisha.arora80@gmail.com","Freelancer.com",18565.16,INR,"ETL Pipeline",2025-10-09
"Nisha Arora","nisha.arora80@gmail.com","Freelancer.com",4858.76,INR,"Data Analysis Report",2025-12-22
"Nisha Arora","nisha.arora80@gmail.com","Freelancer.com",20942.73,INR,"Game Development",2026-01-20
"Nisha Arora","nisha.arora80@gmail.com","Freelancer.com",1414.94,INR,"Chatbot Development",2025-11-16
"Nisha Arora","nisha.arora80@gmail.com","Freelancer.com",610.89,INR,"Payment Gateway Setup",2025-11-15
"Nisha Arora","nisha.arora80@gmail.com","Freelancer.com",16475.72,INR,"Game Development",2025-11-14
"Nisha Arora","nisha.arora80@gmail.com","Freelancer.com",13909.42,INR,"Game Development",2025-10-06
"Venkat Iyer","venkat.iyer69@gmail.com","Upwork",21123.53,INR,"Code Review",2025-09-11
"Venkat Iyer","venkat.iyer69@gmail.com","Upwork",8959.32,INR,"API Integration",2025-10-16
"Venkat Iyer","venkat.iyer69@gmail.com","Upwork",12081.27,INR,"Mobile App Development",2026-01-18
"Venkat Iyer","venkat.iyer69@gmail.com","Upwork",3372.56,INR,"API Integration",2026-02-19
"Venkat Iyer","venkat.iyer69@gmail.com","Upwork",17039.72,INR,"Bug Fix Sprint",2025-12-03
"Chandan Deshmukh","chandan.deshmukh86@gmail.com","Freelancer.com",17562.30,INR,"Python Script Development",2025-11-11
"Chandan Deshmukh","chandan.deshmukh86@gmail.com","Freelancer.com",6708.52,INR,"Chatbot Development",2025-10-14
"Chandan Deshmukh","chandan.deshmukh86@gmail.com","Freelancer.com",17704.50,INR,"Data Analysis Report",2025-11-23
"Chandan Deshmukh","chandan.deshmukh86@gmail.com","Freelancer.com",15959.19,INR,"Android App",2025-10-04
"Chandan Deshmukh","chandan.deshmukh86@gmail.com","Freelancer.com",21065.66,INR,"Cloud Migration",2026-01-14
"Chandan Deshmukh","chandan.deshmukh86@gmail.com","Freelancer.com",20499.19,INR,"Machine Learning Model",2026-01-09
"Chandan Deshmukh","chandan.deshmukh86@gmail.com","Freelancer.com",11253.75,INR,"Cloud Migration",2025-10-04
"Chandan Deshmukh","chandan.deshmukh86@gmail.com","Fiverr",10427.68,INR,"Social Media Management",2026-03-05
"Chandan Deshmukh","chandan.deshmukh86@gmail.com","Fiverr",23104.04,INR,"Illustration",2025-12-13
"Chandan Deshmukh","chandan.deshmukh86@gmail.com","Fiverr",7723.81,INR,"Voice Over",2025-12-25
"Chandan Deshmukh","chandan.deshmukh86@gmail.com","Fiverr",24084.85,INR,"Virtual Assistant",2026-02-04
"Chandan Deshmukh","chandan.deshmukh86@gmail.com","Fiverr",18298.12,INR,"Photo Editing",2026-02-23
"Chandan Deshmukh","chandan.deshmukh86@gmail.com","Fiverr",12745.38,INR,"Graphic Design",2026-01-19
"Kavya Chauhan","kavya.chauhan62@gmail.com","Freelancer.com",23167.54,INR,"Shopify Store Setup",2026-02-26
"Kavya Chauhan","kavya.chauhan62@gmail.com","Freelancer.com",14852.16,INR,"IoT Dashboard",2026-02-03
"Kavya Chauhan","kavya.chauhan62@gmail.com","Freelancer.com",17810.07,INR,"Game Development",2026-01-09
"Kavya Chauhan","kavya.chauhan62@gmail.com","Freelancer.com",8497.26,INR,"Android App",2025-10-27
"Kavya Chauhan","kavya.chauhan62@gmail.com","Freelancer.com",1443.92,INR,"Cybersecurity Audit",2026-03-06
"Kavya Chauhan","kavya.chauhan62@gmail.com","Freelancer.com",11446.54,INR,"Shopify Store Setup",2026-02-16
"Kavya Chauhan","kavya.chauhan62@gmail.com","Upwork",20661.11,INR,"React Frontend Build",2025-09-29
"Kavya Chauhan","kavya.chauhan62@gmail.com","Upwork",14909.41,INR,"Landing Page Design",2025-10-20
"Kavya Chauhan","kavya.chauhan62@gmail.com","Upwork",21361.24,INR,"UI/UX Design Review",2026-03-02
"Kavya Chauhan","kavya.chauhan62@gmail.com","Upwork",6524.05,INR,"Full Stack Project",2026-01-07
"Kavya Chauhan","kavya.chauhan62@gmail.com","Upwork",22842.56,INR,"Web Development Project",2026-01-25
"Kavya Chauhan","kavya.chauhan62@gmail.com","Upwork",10605.80,INR,"React Frontend Build",2026-02-05
"Padma Patil","padma.patil88@gmail.com","Upwork",23705.94,INR,"Code Review",2025-12-22
"Padma Patil","padma.patil88@gmail.com","Upwork",18424.48,INR,"WordPress Plugin",2026-02-11
"Padma Patil","padma.patil88@gmail.com","Upwork",23930.80,INR,"API Integration",2025-12-18
"Padma Patil","padma.patil88@gmail.com","Upwork",9825.10,INR,"Landing Page Design",2026-01-09
"Padma Patil","padma.patil88@gmail.com","Upwork",19741.25,INR,"Technical Writing",2025-11-01
"Padma Patil","padma.patil88@gmail.com","Freelancer.com",12122.49,INR,"Android App",2026-01-15
"Padma Patil","padma.patil88@gmail.com","Freelancer.com",13252.75,INR,"Blockchain Integration",2025-10-24
"Padma Patil","padma.patil88@gmail.com","Freelancer.com",8184.17,INR,"Game Development",2026-03-01
"Padma Patil","padma.patil88@gmail.com","Fiverr",7792.12,INR,"Logo Design",2025-10-30
"Padma Patil","padma.patil88@gmail.com","Fiverr",6235.82,INR,"Logo Design",2026-01-15
"Padma Patil","padma.patil88@gmail.com","Fiverr",23005.86,INR,"Copywriting",2026-01-10
"Padma Patil","padma.patil88@gmail.com","Fiverr",17256.56,INR,"Virtual Assistant",2026-01-24
"Falguni Gupta","falguni.gupta93@gmail.com","Freelancer.com",8651.02,INR,"Game Development",2026-03-02
"Falguni Gupta","falguni.gupta93@gmail.com","Freelancer.com",22816.88,INR,"Excel Automation",2025-10-12
"Falguni Gupta","falguni.gupta93@gmail.com","Freelancer.com",4925.16,INR,"Chatbot Development",2025-12-12
"Falguni Gupta","falguni.gupta93@gmail.com","Freelancer.com",10764.42,INR,"Shopify Store Setup",2025-10-28
"Falguni Gupta","falguni.gupta93@gmail.com","Freelancer.com",5846.53,INR,"Blockchain Integration",2025-10-19
"Falguni Gupta","falguni.gupta93@gmail.com","Freelancer.com",10928.55,INR,"Blockchain Integration",2026-02-10
"Falguni Gupta","falguni.gupta93@gmail.com","Freelancer.com",5555.10,INR,"Blockchain Integration",2025-11-22
"Aditya Chadha","aditya.chadha43@gmail.com","Upwork",22016.13,INR,"Code Review",2025-12-15
"Aditya Chadha","aditya.chadha43@gmail.com","Upwork",16296.70,INR,"Full Stack Project",2025-10-10
"Aditya Chadha","aditya.chadha43@gmail.com","Upwork",4091.95,INR,"React Frontend Build",2025-11-01
"Aditya Chadha","aditya.chadha43@gmail.com","Upwork",8051.06,INR,"DevOps Setup",2026-03-01
"Aditya Chadha","aditya.chadha43@gmail.com","Upwork",14646.31,INR,"Technical Writing",2025-09-12
"Aditya Chadha","aditya.chadha43@gmail.com","Upwork",22319.84,INR,"Landing Page Design",2025-10-28
"Aditya Chadha","aditya.chadha43@gmail.com","Upwork",17197.78,INR,"DevOps Setup",2026-01-04
"Aditya Chadha","aditya.chadha43@gmail.com","Upwork",4229.64,INR,"Code Review",2025-11-08
"Aditya Chadha","aditya.chadha43@gmail.com","Fiverr",7823.90,INR,"Voice Over",2025-12-17
"Aditya Chadha","aditya.chadha43@gmail.com","Fiverr",18008.29,INR,"Translation Service",2025-10-10
